"","EXPERIMENT","MODEL","RUN","TRNO","DATE","DAS","DAP","L#SD","GSTD","LAID","LWAD","SWAD","GWAD","RWAD","VWAD","CWAD","G#AD","GWGD","HIAD","PWAD","P#AD","WSPD","WSGD","NSTD","PST1A","PST2A","KSTD","EWSD","LN%D","SH%D","HIPD","PWDD","PWTD","SLAD","CHTD","CWID","NWAD","RDPD","RL1D","RL2D","RL3D","RL4D","RL5D","RL6D","RL7D","RL8D","SNW0C","SNW1C","planting","location","cultivar","density","nitrogen","harvest"
"13559","UFEG0320","CRGRO048",50,33,2016-05-05,126,35,8.2,8,1.169,670,514,0,329,1184,1201,0,0,0,17,587,0,0,0,0,0,0,0,5,0,0.01,0,17,174.4,0.42,0.2,0,0.93,0.92,0.92,0.87,0.46,0.44,0.25,0.09,0.02,15,25,"01-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13560","UFEG0320","CRGRO048",51,33,2017-05-07,127,36,8.4,8,1.005,578,460,0,286,1038,1049,0,0,0,11,500,0,0,0,0,0,0,0,4.99,0,0.01,0,11,174,0.43,0.2,0,0.91,0.84,0.84,0.81,0.37,0.36,0.2,0.08,0.01,14,25,"01-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13561","UFEG0320","CRGRO048",52,33,2018-05-06,126,35,8.2,8,1.068,622,480,0,305,1102,1112,0,0,0,10,493,0,0,0,0,0,0,0,4.98,0,0.01,0,10,171.7,0.4,0.2,0,0.92,0.88,0.88,0.81,0.4,0.4,0.23,0.08,0.01,13,23,"01-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13562","UFEG0320","CRGRO048",53,33,2019-05-05,125,34,8.1,8,0.714,392,299,0,192,690,696,0,0,0,6,298,0,0,0,0,0,0,0,4.97,0,0.01,0,6,182.4,0.4,0.2,0,0.91,0.54,0.54,0.52,0.26,0.26,0.14,0.05,0.01,7,14,"01-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13563","UFEG0320","CRGRO048",54,33,2020-05-02,123,32,7.8,8,0.643,352,265,0,170,617,622,0,0,0,5,235,0,0,0,0,0,0,0,4.95,0,0.01,0,5,182.5,0.4,0.2,0,0.86,0.51,0.51,0.44,0.23,0.22,0.13,0.04,0,5,13,"01-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13564","UFEG0320","CRGRO048",55,33,2021-05-06,126,35,8.2,8,1.044,588,455,0,287,1043,1057,0,0,0,14,580,0,0,0,0,0,0,0,4.98,0,0.01,0,14,177.6,0.43,0.2,0,0.92,0.8,0.8,0.78,0.39,0.38,0.22,0.08,0.01,13,20,"01-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13565","UFEG0320","CRGRO048",56,33,2022-05-06,126,35,8.3,8,0.987,556,440,0,280,995,1005,0,0,0,10,483,0,0,0,0,0,0,0,4.97,0,0.01,0,10,177.5,0.43,0.2,0,0.91,0.78,0.78,0.77,0.39,0.38,0.21,0.07,0.01,12,20,"01-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13566","UFEG0320","CRGRO048",57,33,2023-05-04,124,33,7.9,8,0.812,469,373,0,232,842,850,0,0,0,7,353,0,0,0,0,0,0,0,4.96,0,0.01,0,7,172.9,0.4,0.2,0,0.84,0.72,0.72,0.6,0.29,0.3,0.17,0.05,0,8,18,"01-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13567","UFEG0320","CRGRO048",58,34,2005-05-22,142,37,8.5,8,0.808,464,379,0,232,842,855,0,0,0,12,496,0,0,0,0,0,0,0,5,0,0.01,0,12,174.2,0.44,0.2,0,0.91,0.66,0.66,0.64,0.32,0.31,0.17,0.06,0.01,13,17,"15-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13568","UFEG0320","CRGRO048",59,34,2006-05-20,140,35,8.1,8,1.112,657,512,0,323,1169,1186,0,0,0,17,682,0,0,0,0,0,0,0,4.97,0,0.01,0,17,169.2,0.41,0.2,0,0.91,0.92,0.92,0.89,0.44,0.43,0.24,0.08,0.02,14,26,"15-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13569","UFEG0320","CRGRO048",60,34,2007-05-19,139,34,8,8,0.556,276,203,0,131,479,484,0,0,0,5,227,0,0,0,0,0,0,0,4.96,0,0.01,0,5,201.4,0.4,0.2,0,0.91,0.39,0.39,0.35,0.18,0.17,0.1,0.03,0.01,5,12,"15-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13570","UFEG0320","CRGRO048",61,34,2008-05-22,143,38,8.4,8,1.169,688,555,0,343,1243,1261,33,0,0,18,677,0,0,0,0,0,0,0.213,5.01,0,0.01,0,18,170,0.44,0.2,0,0.94,0.97,0.88,0.97,0.48,0.47,0.27,0.1,0.02,19,29,"15-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13571","UFEG0320","CRGRO048",62,34,2009-05-20,140,35,8.3,8,1.007,524,397,0,250,921,931,0,0,0,10,442,0,0,0,0,0,0,0.176,5.01,0,0.01,0,10,192.2,0.44,0.2,0,0.9,0.77,0.77,0.61,0.33,0.33,0.18,0.06,0.01,12,28,"15-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13572","UFEG0320","CRGRO048",63,34,2010-05-18,138,33,7.9,8,0.918,509,383,0,248,892,900,0,0,0,8,413,0,0,0,0,0,0,0,4.96,0,0.01,0,8,180.4,0.4,0.2,0,0.87,0.72,0.72,0.68,0.35,0.33,0.18,0.06,0,8,18,"15-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13573","UFEG0320","CRGRO048",64,34,2011-05-17,137,32,7.6,8,1.095,642,473,0,309,1115,1126,0,0,0,11,524,0,0,0,0,0,0,0,4.95,0,0.01,0,11,170.5,0.37,0.2,0,0.89,0.87,0.87,0.84,0.43,0.42,0.23,0.08,0.01,9,21,"15-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13574","UFEG0320","CRGRO048",65,34,2012-05-18,139,34,8.1,8,0.864,483,378,0,239,861,869,0,0,0,8,396,0,0,0,0,0,0,0,4.98,0,0.01,0,8,179,0.42,0.2,0,0.9,0.69,0.69,0.62,0.34,0.33,0.18,0.06,0.01,10,18,"15-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13575","UFEG0320","CRGRO048",66,34,2013-05-18,138,33,7.9,8,0.993,592,457,0,288,1048,1062,0,0,0,14,558,0,0,0,0,0,0,0,4.97,0,0.01,0,14,167.9,0.38,0.2,0,0.89,0.82,0.82,0.78,0.39,0.39,0.22,0.07,0.01,11,20,"15-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13576","UFEG0320","CRGRO048",67,34,2014-05-19,139,34,8.2,8,1.075,619,482,0,302,1101,1113,0,0,0,11,514,0,0,0,0,0,0,0,4.97,0,0.01,0,11,173.6,0.42,0.2,0,0.9,0.86,0.86,0.76,0.43,0.41,0.23,0.08,0.01,13,23,"15-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13577","UFEG0320","CRGRO048",68,34,2015-05-17,137,32,7.9,8,0.93,536,408,0,263,944,958,0,0,0,13,551,0,0,0,0,0,0,0,4.98,0,0.01,0,13,173.5,0.4,0.2,0,0.86,0.76,0.76,0.74,0.37,0.36,0.19,0.06,0,10,19,"15-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13578","UFEG0320","CRGRO048",69,34,2016-05-19,140,35,8.2,8,1.032,603,462,0,295,1065,1077,0,0,0,12,535,0,0,0,0,0,0,0.072,4.98,0,0.01,0,12,171.1,0.42,0.2,0,0.92,0.84,0.84,0.81,0.39,0.4,0.22,0.08,0.01,13,23,"15-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13579","UFEG0320","CRGRO048",70,34,2017-05-19,139,34,8,8,1.071,624,487,0,309,1111,1120,0,0,0,10,497,0,0,0,0,0,0,0,4.97,0,0.01,0,10,171.8,0.41,0.2,0,0.88,0.89,0.89,0.85,0.42,0.41,0.23,0.07,0.01,12,21,"15-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13580","UFEG0320","CRGRO048",71,34,2018-05-18,138,33,8,8,0.91,490,362,0,231,852,863,0,0,0,11,472,0,0,0,0,0,0,0,4.97,0,0.01,0,11,185.6,0.41,0.2,0,0.86,0.71,0.71,0.58,0.31,0.3,0.17,0.05,0,8,24,"15-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13581","UFEG0320","CRGRO048",72,34,2019-05-19,139,34,8.4,8,0.898,493,391,0,240,885,899,0,0,0,15,538,0,0,0,0,0,0,0,4.98,0,0.02,0,15,182,0.46,0.2,0,0.86,0.74,0.74,0.63,0.31,0.31,0.17,0.05,0,12,19,"15-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13582","UFEG0320","CRGRO048",73,34,2020-05-17,138,33,8,8,0.823,461,347,0,223,808,819,0,0,0,11,467,0,0,0,0,0,0,0,4.98,0,0.01,0,11,178.7,0.42,0.2,0,0.86,0.65,0.65,0.63,0.31,0.3,0.16,0.04,0,9,17,"15-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13583","UFEG0320","CRGRO048",74,34,2021-05-18,138,33,8.1,8,0.975,552,435,0,271,987,1003,0,0,0,16,612,0,0,0,0,0,0,0,4.97,0,0.02,0,16,176.6,0.43,0.2,0,0.89,0.78,0.78,0.73,0.37,0.37,0.2,0.07,0.01,11,20,"15-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13584","UFEG0320","CRGRO048",75,34,2022-05-18,138,33,8,8,1.021,581,460,0,286,1041,1051,0,0,0,10,469,0,0,0,0,0,0,0,4.97,0,0.01,0,10,175.8,0.42,0.2,0,0.89,0.83,0.83,0.7,0.38,0.38,0.22,0.08,0.01,11,22,"15-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13585","UFEG0320","CRGRO048",76,34,2023-05-17,137,32,7.7,8,1.081,623,467,0,308,1090,1101,0,0,0,10,513,0,0,0,0,0,0,0,4.96,0,0.01,0,10,173.4,0.37,0.2,0,0.84,0.9,0.9,0.87,0.43,0.42,0.22,0.06,0,8,21,"15-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13586","UFEG0320","CRGRO048",77,35,2005-06-04,155,34,8.3,8,0.89,458,334,0,214,792,798,0,0,0,6,270,0,0,0,0,0,0,0.182,5.02,0,0.01,0,6,194.4,0.48,0.2,0,0.88,0.67,0.67,0.56,0.28,0.27,0.14,0.04,0,10,28,"01-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13587","UFEG0320","CRGRO048",78,35,2006-06-03,154,33,7.9,8,0.929,519,389,0,254,908,915,0,0,0,7,343,0,0,0,0,0,0,0,4.96,0,0.01,0,7,179.1,0.41,0.2,0,0.89,0.73,0.73,0.7,0.35,0.34,0.19,0.06,0.01,8,18,"01-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13588","UFEG0320","CRGRO048",79,35,2007-06-02,153,32,7.8,8,0.576,286,208,0,135,495,499,0,0,0,4,203,0,0,0,0,0,0,0.207,4.98,0,0.01,0,4,201,0.39,0.2,0,0.87,0.41,0.41,0.38,0.18,0.17,0.09,0.03,0,5,12,"01-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13589","UFEG0320","CRGRO048",80,35,2008-06-04,156,35,8.1,8,1.177,674,516,0,328,1190,1208,0,0,0,18,708,0,0,0,0,0,0,0,4.98,0,0.01,0,18,174.6,0.43,0.2,0,0.88,0.96,0.96,0.92,0.44,0.43,0.24,0.08,0.01,14,25,"01-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13590","UFEG0320","CRGRO048",81,35,2009-06-02,153,32,7.9,8,0.707,360,261,0,165,621,626,0,0,0,5,277,0,0,0,0,0,0,0.033,4.96,0,0.01,0,5,196.2,0.42,0.2,0,0.77,0.57,0.57,0.41,0.21,0.2,0.1,0.02,0,6,15,"01-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13591","UFEG0320","CRGRO048",82,35,2010-06-01,152,31,7.7,8,0.911,513,386,0,244,899,908,0,0,0,9,428,0,0,0,0,0,0,0.153,4.96,0,0.01,0,9,177.5,0.4,0.2,0,0.87,0.72,0.72,0.67,0.33,0.32,0.17,0.06,0.01,7,20,"01-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13592","UFEG0320","CRGRO048",83,35,2011-06-02,153,32,7.7,8,1.144,668,508,0,328,1176,1187,0,0,0,12,565,0,0,0,0,0,0,0,4.96,0,0.01,0,12,171.3,0.39,0.2,0,0.89,0.93,0.93,0.91,0.45,0.44,0.25,0.08,0.01,10,22,"01-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13593","UFEG0320","CRGRO048",84,35,2012-06-01,153,32,8,8,0.911,512,397,0,250,909,918,0,0,0,9,423,0,0,0,0,0,0,0,4.98,0,0.01,0,9,177.9,0.43,0.2,0,0.88,0.75,0.75,0.64,0.33,0.32,0.19,0.06,0.01,10,19,"01-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13594","UFEG0320","CRGRO048",85,35,2013-06-04,155,34,8.3,8,1.079,592,448,0,284,1040,1059,0,0,0,19,747,0,0,0,0,0,0,0.071,5,0,0.02,0,19,182.4,0.44,0.2,0,0.89,0.86,0.86,0.65,0.38,0.39,0.21,0.06,0.01,14,27,"01-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13595","UFEG0320","CRGRO048",86,35,2014-06-02,153,32,7.8,8,1.062,591,437,0,289,1029,1040,0,0,0,11,534,0,0,0,0,0,0,0,4.97,0,0.01,0,11,179.6,0.4,0.2,0,0.9,0.82,0.82,0.75,0.41,0.39,0.22,0.07,0.01,9,22,"01-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13596","UFEG0320","CRGRO048",87,35,2015-06-02,153,32,7.8,8,1.114,624,464,0,301,1088,1098,0,0,0,10,511,0,0,0,0,0,0,0,4.97,0,0.01,0,10,178.7,0.41,0.2,0,0.88,0.85,0.85,0.84,0.42,0.41,0.23,0.07,0.01,10,21,"01-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13597","UFEG0320","CRGRO048",88,35,2016-06-03,155,34,8.1,8,1.104,637,490,0,314,1128,1139,0,0,0,11,540,0,0,0,0,0,0,0,4.97,0,0.01,0,11,173.2,0.42,0.2,0,0.88,0.92,0.92,0.84,0.43,0.42,0.23,0.07,0.01,12,22,"01-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13598","UFEG0320","CRGRO048",89,35,2017-06-03,154,33,8,8,1.249,701,519,0,337,1219,1236,0,0,0,16,651,0,0,0,0,0,0,0,5,0,0.01,0,16,178.3,0.43,0.2,0,0.9,0.96,0.96,0.92,0.47,0.46,0.25,0.08,0.01,15,26,"01-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13599","UFEG0320","CRGRO048",90,35,2018-06-01,152,31,7.9,8,0.581,288,207,0,133,496,501,0,0,0,5,249,0,0,0,0,0,0,0,4.95,0,0.01,0,5,201.5,0.42,0.2,0,0.79,0.45,0.45,0.33,0.16,0.16,0.09,0.02,0,4,12,"01-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13600","UFEG0320","CRGRO048",91,35,2019-06-01,152,31,7.7,8,0.933,534,420,0,262,955,963,0,0,0,8,398,0,0,0,0,0,0,0,4.96,0,0.01,0,8,174.6,0.4,0.2,0,0.81,0.77,0.77,0.7,0.38,0.36,0.19,0.04,0,8,17,"01-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13601","UFEG0320","CRGRO048",92,35,2020-06-02,154,33,8.2,8,0.769,412,317,0,194,729,739,0,0,0,10,358,0,0,0,0,0,0,0,4.97,0,0.01,0,10,186.9,0.46,0.2,0,0.86,0.62,0.62,0.5,0.24,0.23,0.14,0.04,0,9,18,"01-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13602","UFEG0320","CRGRO048",93,35,2021-06-02,153,32,7.9,8,1.019,571,431,0,276,1003,1019,0,0,0,16,630,0,0,0,0,0,0,0.105,4.98,0,0.02,0,16,178.5,0.4,0.2,0,0.88,0.79,0.79,0.71,0.39,0.38,0.21,0.06,0.01,11,22,"01-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13603","UFEG0320","CRGRO048",94,35,2022-06-01,152,31,7.6,8,1.034,589,434,0,286,1024,1034,0,0,0,10,491,0,0,0,0,0,0,0,4.95,0,0.01,0,10,175.6,0.39,0.2,0,0.86,0.86,0.86,0.73,0.37,0.39,0.21,0.06,0,7,22,"01-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13604","UFEG0320","CRGRO048",95,35,2023-06-03,154,33,8.1,8,1.026,574,456,0,288,1031,1048,0,0,0,17,667,0,0,0,0,0,0,0.152,4.95,0,0.02,0,17,178.7,0.43,0.2,0,0.86,0.9,0.9,0.74,0.38,0.37,0.21,0.06,0,32,27,"01-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13605","UFEG0320","CRGRO048",96,36,2005-06-16,167,32,8,8,0.625,329,243,0,155,572,578,0,0,0,5,262,0,0,0,0,0,0,0.024,4.95,0,0.01,0,5,189.7,0.46,0.2,0,0.83,0.49,0.49,0.38,0.2,0.2,0.11,0.03,0,6,13,"15-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13606","UFEG0320","CRGRO048",97,36,2006-06-16,167,32,7.9,8,0.734,407,309,0,199,716,723,0,0,0,7,340,0,0,0,0,0,0,0,4.95,0,0.01,0,7,180.4,0.43,0.2,0,0.88,0.59,0.59,0.53,0.26,0.26,0.15,0.05,0.01,6,16,"15-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13607","UFEG0320","CRGRO048",98,36,2007-06-16,167,32,8,8,0.579,289,213,0,132,502,506,0,0,0,4,186,0,0,0,0,0,0,0.165,4.96,0,0.01,0,4,200.4,0.43,0.2,0,0.85,0.44,0.44,0.32,0.16,0.16,0.09,0.03,0,5,14,"15-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13608","UFEG0320","CRGRO048",99,36,2008-06-16,168,33,8,8,1.012,567,431,0,272,998,1013,0,0,0,16,634,0,0,0,0,0,0,0.056,4.98,0,0.02,0,16,178.4,0.43,0.2,0,0.87,0.8,0.8,0.7,0.36,0.37,0.2,0.06,0,11,23,"15-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13609","UFEG0320","CRGRO048",100,36,2009-06-15,166,31,7.8,8,0.653,353,263,0,167,615,623,0,0,0,7,243,0,0,0,0,0,0,0,4.99,0,0.01,0,7,185.2,0.48,0.2,0,0.71,0.58,0.58,0.45,0.22,0.21,0.09,0.01,0,6,13,"15-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13610","UFEG0320","CRGRO048",101,36,2010-06-16,167,32,7.8,8,1.014,563,422,0,270,985,996,0,0,0,11,464,0,0,0,0,0,0,0,4.96,0,0.01,0,11,180.1,0.43,0.2,0,0.83,0.82,0.82,0.73,0.36,0.36,0.19,0.05,0,9,20,"15-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13611","UFEG0320","CRGRO048",102,36,2011-06-17,168,33,8,8,1.109,654,516,0,326,1169,1183,0,0,0,14,571,0,0,0,0,0,0,0,4.98,0,0.01,0,14,169.7,0.43,0.2,0,0.9,0.92,0.92,0.91,0.45,0.44,0.24,0.08,0.01,13,22,"15-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13612","UFEG0320","CRGRO048",103,36,2012-06-14,166,31,7.7,8,0.896,509,371,0,244,880,893,0,0,0,13,462,0,0,0,0,0,0,0,4.94,0,0.01,0,13,176,0.41,0.2,0,0.86,0.72,0.72,0.66,0.34,0.33,0.17,0.05,0,7,18,"15-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13613","UFEG0320","CRGRO048",104,36,2013-06-16,167,32,8.2,8,0.783,430,331,0,205,760,769,0,0,0,8,333,0,0,0,0,0,0,0,4.96,0,0.01,0,8,182.3,0.46,0.2,0,0.8,0.66,0.66,0.52,0.27,0.27,0.14,0.03,0,9,16,"15-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13614","UFEG0320","CRGRO048",105,36,2014-06-17,168,33,8.1,8,1.008,566,440,0,274,1006,1022,0,0,0,16,626,0,0,0,0,0,0,0.012,4.99,0,0.02,0,16,178.2,0.44,0.2,0,0.91,0.82,0.82,0.77,0.35,0.34,0.19,0.07,0.01,13,26,"15-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13615","UFEG0320","CRGRO048",106,36,2015-06-15,166,31,7.7,8,1.079,606,452,0,290,1058,1067,0,0,0,9,467,0,0,0,0,0,0,0,4.95,0,0.01,0,9,178.2,0.41,0.2,0,0.88,0.82,0.82,0.81,0.41,0.39,0.21,0.07,0.01,9,20,"15-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13616","UFEG0320","CRGRO048",107,36,2016-06-16,168,33,8.2,8,0.872,481,371,0,233,852,863,0,0,0,11,430,0,0,0,0,0,0,0,4.97,0,0.01,0,11,181.5,0.46,0.2,0,0.83,0.72,0.72,0.6,0.31,0.31,0.16,0.04,0,10,21,"15-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13617","UFEG0320","CRGRO048",108,36,2017-06-15,166,31,7.8,8,0.751,396,280,0,181,675,679,0,0,0,4,197,0,0,0,0,0,0,0.073,4.96,0,0.01,0,4,189.7,0.44,0.2,0,0.88,0.56,0.56,0.43,0.23,0.24,0.13,0.04,0,6,18,"15-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13618","UFEG0320","CRGRO048",109,36,2018-06-14,165,30,7.8,8,0.565,298,226,0,145,524,529,0,0,0,5,268,0,0,0,0,0,0,0,4.95,0,0.01,0,5,189.8,0.42,0.2,0,0.83,0.44,0.44,0.34,0.21,0.2,0.1,0.03,0,4,11,"15-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13619","UFEG0320","CRGRO048",110,36,2019-06-16,167,32,7.8,8,1.068,584,423,0,276,1008,1022,0,0,0,14,567,0,0,0,0,0,0,0.123,4.98,0,0.01,0,14,182.8,0.42,0.2,0,0.9,0.83,0.83,0.71,0.34,0.35,0.22,0.07,0.01,10,28,"15-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13620","UFEG0320","CRGRO048",111,36,2020-06-14,166,31,7.8,8,0.629,335,243,0,159,578,584,0,0,0,6,227,0,0,0,0,0,0,0.025,4.95,0,0.01,0,6,187.6,0.44,0.2,0,0.76,0.54,0.54,0.41,0.21,0.2,0.09,0.02,0,5,15,"15-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13621","UFEG0320","CRGRO048",112,36,2021-06-16,167,32,8,8,1.017,544,401,0,257,945,959,0,0,0,14,567,0,0,0,0,0,0,0.107,5,0,0.01,0,14,187.1,0.44,0.2,0,0.9,0.77,0.77,0.65,0.35,0.34,0.19,0.06,0.01,11,22,"15-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13622","UFEG0320","CRGRO048",113,36,2022-06-15,166,31,7.9,8,0.97,545,408,0,255,953,966,0,0,0,13,520,0,0,0,0,0,0,0,4.96,0,0.01,0,13,177.9,0.43,0.2,0,0.8,0.84,0.84,0.67,0.32,0.31,0.17,0.04,0,9,22,"15-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13623","UFEG0320","CRGRO048",114,36,2023-06-15,166,31,7.7,8,1.03,578,436,0,275,1015,1023,0,0,0,9,428,0,0,0,0,0,0,0,4.96,0,0.01,0,9,178.1,0.41,0.2,0,0.81,0.86,0.86,0.72,0.36,0.36,0.2,0.05,0,9,21,"15-May","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
