,X,CWAD,GWAD,DAS,DAP,location,cultivar,density,nitrogen,harvest,planting
63426,18274,7534,1032,285,133,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/01/2024
63427,18275,7509,1048,284,132,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/01/2024
63428,18276,7517,839,291,139,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/01/2024
63429,18277,8230,1108,286,134,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/01/2024
63430,18278,8185,899,286,134,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/01/2024
63431,18279,7290,1062,285,133,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/01/2024
63432,18280,8560,1242,284,132,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/01/2024
63433,18281,7616,1041,286,134,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/01/2024
63434,18282,7792,1223,286,134,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/01/2024
63435,18283,6766,937,284,132,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/01/2024
63436,18284,8997,1152,287,135,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/01/2024
63437,18285,7203,981,286,134,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/01/2024
63438,18286,6729,1130,296,130,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/15/2024
63439,18287,5302,784,297,131,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/15/2024
63440,18288,7424,1146,298,132,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/15/2024
63441,18289,7067,924,299,133,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/15/2024
63442,18290,7650,949,300,134,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/15/2024
63443,18291,6768,866,296,130,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/15/2024
63444,18292,8185,1031,297,131,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/15/2024
63445,18293,5712,847,295,129,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/15/2024
63446,18294,7957,1090,301,135,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/15/2024
63447,18295,7404,1212,297,131,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/15/2024
63448,18296,7829,1112,296,130,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/15/2024
63449,18297,7269,785,303,137,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/15/2024
63450,18298,7301,958,297,131,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/15/2024
63451,18299,8624,1043,300,134,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/15/2024
63452,18300,7302,1053,297,131,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/15/2024
63453,18301,8209,1235,297,131,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/15/2024
63454,18302,7497,1092,298,132,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/15/2024
63455,18303,8034,1244,298,132,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/15/2024
63456,18304,6876,1076,296,130,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/15/2024
63457,18305,8458,1256,299,133,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/15/2024
63458,18306,6299,897,293,127,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/15/2024
63459,18307,6488,1062,307,126,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/30/2024
63460,18308,5830,823,306,125,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/30/2024
63461,18309,7464,1184,308,127,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/30/2024
63462,18310,6565,1025,310,129,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/30/2024
63463,18311,7179,973,309,128,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/30/2024
63464,18312,6493,1086,307,126,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/30/2024
63465,18313,7532,953,307,126,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/30/2024
63466,18314,4980,945,306,125,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/30/2024
63467,18315,7735,1186,311,130,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/30/2024
63468,18316,7413,1151,307,126,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/30/2024
63469,18317,7230,1126,307,126,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/30/2024
63470,18318,6962,865,315,134,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/30/2024
63471,18319,6525,1085,307,126,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/30/2024
63472,18320,8413,1298,309,128,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/30/2024
63473,18321,7113,1062,307,126,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/30/2024
63474,18322,7659,1245,307,126,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/30/2024
63475,18323,6155,1009,305,124,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/30/2024
63476,18324,7272,1180,308,127,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/30/2024
63477,18325,7030,1032,307,126,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/30/2024
63478,18326,7553,1092,310,129,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/30/2024
63479,18327,6250,869,304,123,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/30/2024
63480,18328,1307,0,109,49,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/01/2024
63481,18329,1904,0,120,60,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/01/2024
63482,18330,1267,0,117,57,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/01/2024
63483,18331,1954,0,114,54,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/01/2024
63484,18332,1921,0,114,54,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/01/2024
63485,18333,1827,0,115,55,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/01/2024
63486,18334,1742,0,112,52,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/01/2024
63487,18335,2177,0,120,60,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/01/2024
63488,18336,1838,0,112,52,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/01/2024
63489,18337,1831,0,106,46,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/01/2024
63490,18338,1385,0,120,60,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/01/2024
63491,18339,1472,0,117,57,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/01/2024
63492,18340,1576,0,105,45,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/01/2024
63493,18341,1234,0,107,47,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/01/2024
63494,18342,1774,0,114,54,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/01/2024
63495,18343,1390,0,116,56,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/01/2024
63496,18344,1785,0,110,50,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/01/2024
63497,18345,1659,0,107,47,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/01/2024
63498,18346,1630,0,111,51,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/01/2024
63499,18347,944,0,107,47,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/01/2024
63500,18348,1630,0,108,48,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/01/2024
63501,18349,1689,0,118,48,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/15/2024
63502,18350,2268,0,127,57,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/15/2024
63503,18351,1650,0,123,53,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/15/2024
63504,18352,1935,0,120,50,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/15/2024
63505,18353,2098,0,122,52,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/15/2024
63506,18354,1910,0,122,52,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/15/2024
63507,18355,1672,0,118,48,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/15/2024
63508,18356,2207,0,123,53,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/15/2024
63509,18357,1869,0,119,49,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/15/2024
63510,18358,2094,0,116,46,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/15/2024
63511,18359,1285,0,124,54,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/15/2024
63512,18360,1358,0,123,53,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/15/2024
63513,18361,1374,0,112,42,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/15/2024
63514,18362,1395,0,114,44,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/15/2024
63515,18363,2281,0,121,51,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/15/2024
63516,18364,1981,0,123,53,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/15/2024
63517,18365,1824,0,118,48,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/15/2024
63518,18366,1493,0,112,42,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/15/2024
63519,18367,1615,0,117,47,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/15/2024
63520,18368,1597,0,116,46,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/15/2024
63521,18369,1812,0,115,45,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,03/15/2024
63522,18370,2031,0,136,45,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/01/2024
63523,18371,2047,0,139,48,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/01/2024
63524,18372,2032,0,140,49,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/01/2024
63525,18373,1949,0,132,41,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/01/2024
63526,18374,2129,0,138,47,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/01/2024
63527,18375,2204,0,137,46,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/01/2024
63528,18376,2183,0,137,46,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/01/2024
63529,18377,2110,0,134,43,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/01/2024
63530,18378,2306,0,134,43,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/01/2024
63531,18379,2268,0,135,44,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/01/2024
63532,18380,1612,0,134,43,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/01/2024
63533,18381,1648,0,136,45,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/01/2024
63534,18382,1407,0,130,39,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/01/2024
63535,18383,2018,0,133,42,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/01/2024
63536,18384,2419,0,136,45,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/01/2024
63537,18385,1768,0,135,44,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/01/2024
63538,18386,1814,0,133,42,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/01/2024
63539,18387,1588,0,131,40,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/01/2024
63540,18388,1563,0,134,43,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/01/2024
63541,18389,1959,0,132,41,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/01/2024
63542,18390,1858,0,131,40,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/01/2024
63543,18391,1737,0,145,40,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/15/2024
63544,18392,1986,0,148,43,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/15/2024
63545,18393,1758,0,150,45,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/15/2024
63546,18394,1911,0,145,40,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/15/2024
63547,18395,2050,0,147,42,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/15/2024
63548,18396,2022,0,148,43,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/15/2024
63549,18397,1781,0,147,42,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/15/2024
63550,18398,2063,0,145,40,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/15/2024
63551,18399,2410,0,146,41,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/15/2024
63552,18400,1977,0,146,41,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/15/2024
63553,18401,1971,0,148,43,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/15/2024
63554,18402,1739,0,147,42,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/15/2024
63555,18403,1824,0,143,38,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/15/2024
63556,18404,2141,0,145,40,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/15/2024
63557,18405,2166,0,146,41,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/15/2024
63558,18406,1769,0,146,41,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/15/2024
63559,18407,2140,0,145,40,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/15/2024
63560,18408,1722,0,145,40,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/15/2024
63561,18409,1951,0,144,39,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/15/2024
63562,18410,1915,0,144,39,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/15/2024
63563,18411,2064,0,144,39,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,04/15/2024
63564,18412,1841,0,159,38,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/01/2024
63565,18413,2452,0,163,42,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/01/2024
63566,18414,1922,0,163,42,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/01/2024
63567,18415,2162,0,163,42,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/01/2024
63568,18416,2156,0,164,43,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/01/2024
63569,18417,2266,0,162,41,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/01/2024
63570,18418,1643,0,160,39,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/01/2024
63571,18419,2353,0,161,40,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/01/2024
63572,18420,2974,0,166,45,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/01/2024
63573,18421,1949,0,160,39,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/01/2024
63574,18422,2469,0,165,44,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/01/2024
63575,18423,2485,0,163,42,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/01/2024
63576,18424,2293,0,161,40,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/01/2024
63577,18425,2630,0,162,41,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/01/2024
63578,18426,2062,0,161,40,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/01/2024
63579,18427,1446,0,159,38,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/01/2024
63580,18428,2249,0,160,39,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/01/2024
63581,18429,1859,0,162,41,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/01/2024
63582,18430,2249,0,161,40,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/01/2024
63583,18431,2191,0,159,38,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/01/2024
63584,18432,2295,0,160,39,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/01/2024
63585,18433,2222,0,178,43,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/15/2024
63586,18434,3231,0,180,45,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/15/2024
63587,18435,2310,0,180,45,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/15/2024
63588,18436,2698,0,181,46,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/15/2024
63589,18437,2730,0,183,48,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/15/2024
63590,18438,2614,0,181,46,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/15/2024
63591,18439,2144,0,180,45,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/15/2024
63592,18440,3207,0,181,46,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/15/2024
63593,18441,3695,0,184,49,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/15/2024
63594,18442,2347,0,179,44,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/15/2024
63595,18443,2862,0,181,46,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/15/2024
63596,18444,3233,0,183,48,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/15/2024
63597,18445,3272,0,180,45,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/15/2024
63598,18446,3553,0,180,45,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/15/2024
63599,18447,2059,0,179,44,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/15/2024
63600,18448,1724,0,177,42,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/15/2024
63601,18449,3240,0,181,46,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/15/2024
63602,18450,2665,0,180,45,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/15/2024
63603,18451,2584,0,181,46,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/15/2024
63604,18452,3090,0,179,44,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/15/2024
63605,18453,2955,0,178,43,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,05/15/2024
63606,18454,2538,0,200,48,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,06/01/2024
63607,18455,2736,0,200,48,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,06/01/2024
63608,18456,2612,0,199,47,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,06/01/2024
63609,18457,2695,0,201,49,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,06/01/2024
63610,18458,2602,0,201,49,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,06/01/2024
63611,18459,2136,0,200,48,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,06/01/2024
63612,18460,2980,0,200,48,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,06/01/2024
63613,18461,4097,0,203,51,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Flowering,06/01/2024
