"","TRNO","location","cultivar","density","nitrogen","harvest","Mean_CWAD","Median_CWAD","SD_CWAD","Min_CWAD","Max_CWAD","Mean_GWAD","Median_GWAD","SD_GWAD","Min_GWAD","Max_GWAD","Count","planting","avg_planting_to_harvest"
"645",36,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Flowering",477.631578947368,514,127.893276048741,278,689,0,0,0,0,0,19,"15-May",31.7368421052632
"646",37,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Flowering",500.526315789474,481,108.371976913393,317,664,0,0,0,0,0,19,"01-June",31.9473684210526
"647",38,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Flowering",512.473684210526,547,131.14341954985,256,715,0,0,0,0,0,19,"15-June",32.1578947368421
"648",39,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Flowering",501.578947368421,520,89.4845211875425,337,649,0,0,0,0,0,19,"30-June",32
"649",1,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",11201.4736842105,11399,1301.09865406215,8099,12844,1653.78947368421,1653,250.176288721766,1112,2062,19,"01-March",130.210526315789
"650",2,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",11271.0526315789,11482,1265.47968391806,8325,13240,1666.15789473684,1680,254.226771725537,1128,2071,19,"15-March",127.684210526316
"651",3,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",11318.1052631579,11346,1026.96185662894,8955,12940,1575.68421052632,1718,269.915841334866,980,1958,19,"01-April",123.894736842105
"652",4,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",11252.4736842105,11313,976.892656927001,9308,12641,1522.68421052632,1572,292.762333003635,771,1906,19,"15-April",122.473684210526
"653",5,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",10942.6315789474,10918,875.538070149266,9435,12321,1471.94736842105,1500,243.010167524875,822,1765,19,"01-May",121.052631578947
"654",6,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",10824.4210526316,10726,903.292023396733,9110,12274,1496.78947368421,1484,169.668493424144,1208,1787,19,"15-May",122.210526315789
"655",7,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",10757.5789473684,10855,751.585163045374,9470,11793,1505.47368421053,1512,198.834484048375,1122,1853,19,"01-June",125.052631578947
"656",8,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",10409.5263157895,10717,722.361895176053,9079,11352,1479.05263157895,1506,196.16418114659,1062,1738,19,"15-June",124.631578947368
"657",9,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",9686.57894736842,10082,720.01584209342,8162,10578,1399.05263157895,1433,172.977350374811,988,1645,19,"30-June",121.947368421053
"658",11,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1376.05263157895,1387,306.736128670196,875,1895,0,0,0,0,0,19,"01-March",44.4210526315789
"659",12,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1436.26315789474,1477,292.298523603156,908,1895,0,0,0,0,0,19,"15-March",42.2631578947368
"660",13,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1567.94736842105,1640,294.283777195529,827,2060,0,0,0,0,0,19,"01-April",39.2105263157895
"661",14,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1571.47368421053,1570,289.392921748088,820,2014,0,0,0,0,0,19,"15-April",37.7894736842105
"662",15,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1480.47368421053,1549,326.859359565659,816,1949,0,0,0,0,0,19,"01-May",36.2631578947368
"663",16,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1560.31578947368,1597,327.566287207063,1054,2095,0,0,0,0,0,19,"15-May",37
"664",17,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1935.47368421053,1956,398.966911524287,1053,2632,0,0,0,0,0,19,"01-June",39.8947368421053
"665",18,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1933.63157894737,1976,355.721053405976,1230,2403,0,0,0,0,0,19,"15-June",39.5789473684211
"666",19,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1610.57894736842,1622,225.250309110523,1189,2003,0,0,0,0,0,19,"30-June",37.2105263157895
"667",21,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",5282.05263157895,5711,1004.68853513493,2898,6534,1646.21052631579,1726,355.884590991607,923,2133,19,"01-March",92.4210526315789
"668",22,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",5394.84210526316,5678,1019.39754883612,2710,6900,1729.94736842105,1781,364.971608284537,921,2295,19,"15-March",90.1052631578947
"669",23,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",5446.1052631579,5617,991.60968434252,2951,7125,1768.26315789474,1913,386.677276019,944,2378,19,"01-April",86.1578947368421
"670",24,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",5383.73684210526,5487,931.521565451163,2820,6710,1705.15789473684,1742,385.30727466067,928,2400,19,"15-April",84.5263157894737
"671",25,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",5293.47368421053,5352,908.984681964874,3200,6580,1591,1571,369.727076518763,995,2149,19,"01-May",83.1578947368421
"672",26,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",5011.05263157895,4917,834.496153621667,3707,6272,1442.05263157895,1558,374.693871148199,628,1997,19,"15-May",82.3157894736842
"673",27,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",5146.36842105263,5050,788.79473534179,3898,6495,1533.21052631579,1560,271.724652083148,958,1941,19,"01-June",82.9473684210526
"674",28,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",5134.21052631579,5100,813.933902513477,3624,6441,1565.47368421053,1555,277.949709364253,1089,2072,19,"15-June",83.3684210526316
"675",29,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",4896.26315789474,4843,618.125107986083,3890,6086,1442.73684210526,1485,267.623666555454,731,1918,19,"30-June",83.1052631578947
"676",31,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Flowering",835.631578947368,857,184.847447770772,511,1128,0,0,0,0,0,19,"01-March",39.9473684210526
"677",32,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Flowering",875.842105263158,897,203.180068783523,529,1215,0,0,0,0,0,19,"15-March",38
"678",33,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Flowering",928.894736842105,967,184.754760797731,496,1201,0,0,0,0,0,19,"01-April",35
"679",34,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Flowering",983.052631578947,1003,174.09878220399,484,1261,0,0,0,0,0,19,"15-April",33.8947368421053
"680",35,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Flowering",943.947368421053,1019,221.691094815439,499,1236,0,0,0,0,0,19,"01-May",32.4736842105263
"681",36,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Flowering",842,893,209.58636512055,506,1183,0,0,0,0,0,19,"15-May",31.7368421052632
"682",37,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Flowering",879.684210526316,856,171.945744876942,585,1142,0,0,0,0,0,19,"01-June",31.9473684210526
"683",38,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Flowering",901.210526315789,950,205.555772087763,472,1214,0,0,0,0,0,19,"15-June",32.1578947368421
"684",39,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","224 Kg/ha (200 LB/acre)","Flowering",882.315789473684,910,140.051995357113,621,1116,0,0,0,0,0,19,"30-June",32
"685",1,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",11201.4736842105,11399,1301.09865406215,8099,12844,1653.78947368421,1653,250.176288721766,1112,2062,19,"01-March",130.210526315789
"686",2,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",11271.0526315789,11482,1265.47968391806,8325,13240,1666.15789473684,1680,254.226771725537,1128,2071,19,"15-March",127.684210526316
"687",3,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",11317.9473684211,11346,1027.09192889895,8955,12940,1575.63157894737,1718,269.999837556806,980,1958,19,"01-April",123.894736842105
"688",4,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",11252.5789473684,11313,976.770205876346,9308,12641,1522.68421052632,1572,292.762333003635,771,1906,19,"15-April",122.473684210526
"689",5,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",10942.6842105263,10918,875.460326700034,9435,12321,1471.94736842105,1500,243.010167524875,822,1765,19,"01-May",121.052631578947
"690",6,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",10824.4210526316,10726,903.292023396733,9110,12274,1496.78947368421,1484,169.668493424144,1208,1787,19,"15-May",122.210526315789
"691",7,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",10757.5789473684,10855,751.585163045374,9470,11793,1505.47368421053,1512,198.834484048375,1122,1853,19,"01-June",125.052631578947
"692",8,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",10409.9473684211,10717,722.56260579845,9079,11352,1479.15789473684,1506,195.97031043783,1062,1738,19,"15-June",124.631578947368
"693",9,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",9693.94736842105,10082,704.087153197845,8302,10578,1399.05263157895,1433,172.977350374811,988,1645,19,"30-June",121.947368421053
"694",11,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering",1376.05263157895,1387,306.736128670196,875,1895,0,0,0,0,0,19,"01-March",44.4210526315789
"695",12,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering",1436.26315789474,1477,292.298523603156,908,1895,0,0,0,0,0,19,"15-March",42.2631578947368
"696",13,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering",1567.94736842105,1640,294.283777195529,827,2060,0,0,0,0,0,19,"01-April",39.2105263157895
"697",14,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering",1571.47368421053,1570,289.392921748088,820,2014,0,0,0,0,0,19,"15-April",37.7894736842105
"698",15,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering",1480.47368421053,1549,326.859359565659,816,1949,0,0,0,0,0,19,"01-May",36.2631578947368
"699",16,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering",1560.31578947368,1597,327.566287207063,1054,2095,0,0,0,0,0,19,"15-May",37
"700",17,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering",1935.47368421053,1956,398.966911524287,1053,2632,0,0,0,0,0,19,"01-June",39.8947368421053
"701",18,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering",1933.63157894737,1976,355.721053405976,1230,2403,0,0,0,0,0,19,"15-June",39.5789473684211
"702",19,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering",1610.57894736842,1622,225.250309110523,1189,2003,0,0,0,0,0,19,"30-June",37.2105263157895
"703",21,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",5282.47368421053,5711,1004.94717210083,2898,6534,1646.42105263158,1726,355.73637489165,923,2133,19,"01-March",92.4210526315789
"704",22,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",5394.84210526316,5678,1019.39754883612,2710,6900,1729.94736842105,1781,364.971608284537,921,2295,19,"15-March",90.1052631578947
"705",23,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",5439.84210526316,5617,998.919653267574,2951,7125,1768.26315789474,1913,386.677276019,944,2378,19,"01-April",86.1578947368421
"706",24,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",5386.78947368421,5487,930.391529228861,2820,6710,1705.05263157895,1742,385.28740696383,928,2400,19,"15-April",84.5263157894737
"707",25,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",5293.94736842105,5352,909.133071403999,3200,6580,1591,1571,369.727076518763,995,2149,19,"01-May",83.1578947368421
"708",26,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",5011.1052631579,4912,834.353302114001,3707,6272,1442.10526315789,1558,374.679106367753,628,1997,19,"15-May",82.3157894736842
"709",27,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",5146.36842105263,5050,788.79473534179,3898,6495,1533.21052631579,1560,271.724652083148,958,1941,19,"01-June",82.9473684210526
"710",28,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",5146.57894736842,5100,822.218227033126,3624,6441,1565.47368421053,1555,277.949709364253,1089,2072,19,"15-June",83.3684210526316
"711",29,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",4895.94736842105,4843,618.669043968512,3884,6086,1442.63157894737,1485,267.700539684492,730,1918,19,"30-June",83.1052631578947
"712",31,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering",835.631578947368,857,184.847447770772,511,1128,0,0,0,0,0,19,"01-March",39.9473684210526
"713",32,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering",875.842105263158,897,203.180068783523,529,1215,0,0,0,0,0,19,"15-March",38
"714",33,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering",928.894736842105,967,184.754760797731,496,1201,0,0,0,0,0,19,"01-April",35
"715",34,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering",983.052631578947,1003,174.09878220399,484,1261,0,0,0,0,0,19,"15-April",33.8947368421053
"716",35,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering",943.947368421053,1019,221.691094815439,499,1236,0,0,0,0,0,19,"01-May",32.4736842105263
"717",36,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering",842,893,209.58636512055,506,1183,0,0,0,0,0,19,"15-May",31.7368421052632
"718",37,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering",879.684210526316,856,171.945744876942,585,1142,0,0,0,0,0,19,"01-June",31.9473684210526
"719",38,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering",901.210526315789,950,205.555772087763,472,1214,0,0,0,0,0,19,"15-June",32.1578947368421
"720",39,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering",882.315789473684,910,140.051995357113,621,1116,0,0,0,0,0,19,"30-June",32
"721",1,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",11201.4736842105,11399,1301.09865406215,8099,12844,1653.78947368421,1653,250.176288721766,1112,2062,19,"01-March",130.210526315789
"722",2,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",11271.0526315789,11482,1265.47968391806,8325,13240,1666.15789473684,1680,254.226771725537,1128,2071,19,"15-March",127.684210526316
"723",3,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",11318.1052631579,11346,1026.96185662894,8955,12940,1575.68421052632,1718,269.915841334866,980,1958,19,"01-April",123.894736842105
"724",4,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",11246.5789473684,11313,980.039076079763,9307,12641,1522.68421052632,1572,292.762333003635,771,1906,19,"15-April",122.473684210526
"725",5,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",10942.6842105263,10918,875.460326700034,9435,12321,1471.94736842105,1500,243.010167524875,822,1765,19,"01-May",121.052631578947
"726",6,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",10824.4210526316,10726,903.292023396733,9110,12274,1496.78947368421,1484,169.668493424144,1208,1787,19,"15-May",122.210526315789
"727",7,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",10757.5789473684,10855,751.585163045374,9470,11793,1505.47368421053,1512,198.834484048375,1122,1853,19,"01-June",125.052631578947
"728",8,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",10409.9473684211,10717,722.56260579845,9079,11352,1479.15789473684,1506,195.97031043783,1062,1738,19,"15-June",124.631578947368
"729",9,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",9693.94736842105,10082,704.087153197845,8302,10578,1399.05263157895,1433,172.977350374811,988,1645,19,"30-June",121.947368421053
"730",11,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","56 Kg/ha (50 LB/acre)","Flowering",1376.05263157895,1387,306.736128670196,875,1895,0,0,0,0,0,19,"01-March",44.4210526315789
"731",12,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","56 Kg/ha (50 LB/acre)","Flowering",1436.26315789474,1477,292.298523603156,908,1895,0,0,0,0,0,19,"15-March",42.2631578947368
"732",13,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","56 Kg/ha (50 LB/acre)","Flowering",1567.94736842105,1640,294.283777195529,827,2060,0,0,0,0,0,19,"01-April",39.2105263157895
"733",14,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","56 Kg/ha (50 LB/acre)","Flowering",1571.47368421053,1570,289.392921748088,820,2014,0,0,0,0,0,19,"15-April",37.7894736842105
"734",15,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","56 Kg/ha (50 LB/acre)","Flowering",1480.47368421053,1549,326.859359565659,816,1949,0,0,0,0,0,19,"01-May",36.2631578947368
"735",16,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","56 Kg/ha (50 LB/acre)","Flowering",1560.31578947368,1597,327.566287207063,1054,2095,0,0,0,0,0,19,"15-May",37
"736",17,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","56 Kg/ha (50 LB/acre)","Flowering",1935.47368421053,1956,398.966911524287,1053,2632,0,0,0,0,0,19,"01-June",39.8947368421053
"737",18,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","56 Kg/ha (50 LB/acre)","Flowering",1933.63157894737,1976,355.721053405976,1230,2403,0,0,0,0,0,19,"15-June",39.5789473684211
"738",19,"Belle Glade (EREC)","IH Williams","160/m2 (14.8/sqft)","56 Kg/ha (50 LB/acre)","Flowering",1610.57894736842,1622,225.250309110523,1189,2003,0,0,0,0,0,19,"30-June",37.2105263157895
"739",21,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",5281.78947368421,5711,1004.53436305072,2898,6534,1646.10526315789,1724,355.859974761741,923,2133,19,"01-March",92.4210526315789
"740",22,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",5394.84210526316,5678,1019.39754883612,2710,6900,1729.94736842105,1781,364.971608284537,921,2295,19,"15-March",90.1052631578947
"741",23,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",5453.84210526316,5617,995.149082251716,2951,7125,1768.26315789474,1913,386.677276019,944,2378,19,"01-April",86.1578947368421
"742",24,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",5387.15789473684,5487,930.556002443813,2820,6710,1705.21052631579,1742,385.294487509571,928,2400,19,"15-April",84.5263157894737
"743",25,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",5279.31578947368,5352,903.113752687001,3200,6580,1590.89473684211,1571,369.865274981887,995,2149,19,"01-May",83.1578947368421
